t,n,i,position,velocity,E_i
20.5532,261,2,2.86404,-0.110287,-0.0825636
20.5532,261,3,0.515191,-0.250276,0.0179076
20.632,262,0,2.04652,1.74208,-0.00937792
20.632,262,1,-0.514312,-0.273977,0.0830627
20.632,262,2,2.85589,-0.103484,-0.086389
20.632,262,3,0.495404,-0.251277,0.0127042
20.7107,263,0,2.18367,1.74168,0.00503045
20.7107,263,1,-0.536369,-0.28009,0.077626
20.7107,263,2,2.8483,-0.0963854,-0.0901475
20.7107,263,3,0.47557,-0.251867,0.00749101
20.7895,264,0,2.3207,1.74015,0.0194349
20.7895,264,1,-0.558873,-0.28577,0.0721291
20.7895,264,2,2.84129,-0.088996,-0.093836
20.7895,264,3,0.455722,-0.252046,0.00227197
20.8682,265,0,2.45753,1.73749,0.0338243
20.8682,265,1,-0.58179,-0.291013,0.0665764
20.8682,265,2,2.83489,-0.0813219,-0.0974519
20.8682,265,3,0.435892,-0.251813,-0.00294884
20.947,266,0,2.59405,1.73369,0.0481875
20.947,266,1,-0.605084,-0.295814,0.060972
20.947,266,2,2.82911,-0.073369,-0.100992
20.947,266,3,0.416113,-0.25117,-0.00816736
21.0257,267,0,2.73027,1.72974,0.050238
21.0257,267,1,-0.628722,-0.300171,0.0553203
21.0257,267,2,2.8239,-0.0661101,-0.0921788
21.0257,267,3,0.396417,-0.250117,-0.0133795
21.1045,268,0,2.86634,1.72801,0.0218859
21.1045,268,1,-0.652668,-0.304079,0.0496258
21.1045,268,2,2.81902,-0.0619419,-0.0529303
21.1045,268,3,0.376836,-0.248653,-0.0185814
21.1832,269,0,3.00261,1.73044,-0.0307639
21.1832,269,1,-0.676886,-0.307535,0.0438928
21.1832,269,2,2.81408,-0.0627798,0.0106398
21.1832,269,3,0.357402,-0.246782,-0.0237688
21.262,270,0,3.13936,1.73653,-0.0774323
21.262,270,1,-0.701359,-0.310781,0.041216
21.262,270,2,2.80885,-0.0663927,0.0458799
21.262,270,3,0.338158,-0.244374,-0.0305694
21.3407,271,0,-3.0066,1.74258,-0.0768123
21.3407,271,1,-0.7261,-0.314179,0.043157
21.3407,271,2,2.80341,-0.0691229,0.03467
21.3407,271,3,0.319158,-0.241279,-0.0393108
21.4195,272,0,-2.86905,1.74671,-0.0523473
21.4195,272,1,-0.751027,-0.316544,0.0300242
21.4195,272,2,2.79759,-0.0739486,0.0612806
21.4195,272,3,0.30041,-0.238068,-0.0407717
21.4982,273,0,-2.7312,1.75047,-0.0477919
21.4982,273,1,-0.776082,-0.318167,0.0206114
21.4982,273,2,2.79132,-0.0795783,0.071489
21.4982,273,3,0.281938,-0.234579,-0.0443084
21.577,274,0,-2.59315,1.75309,-0.0333128
21.577,274,1,-0.801229,-0.319327,0.0147279
21.577,274,2,2.78463,-0.0849295,0.067954
21.577,274,3,0.263771,-0.230691,-0.0493691
21.6557,275,0,-2.45498,1.75457,-0.0188078
21.6557,275,1,-0.82643,-0.320022,0.00883298
21.6557,275,2,2.77754,-0.0899982,0.0643664
21.6557,275,3,0.245942,-0.226408,-0.0543916
21.7345,276,0,-2.31679,1.75491,-0.0042883
21.7345,276,1,-0.851649,-0.320253,0.00293123
21.7345,276,2,2.77008,-0.0947805,0.0607289
21.7345,276,3,0.228481,-0.221732,-0.0593718
21.8132,277,0,-2.17865,1.75411,0.0102346
21.8132,277,1,-0.87685,-0.320019,-0.0029728
21.8132,277,2,2.76226,-0.0992726,0.0570443
21.8132,277,3,0.211419,-0.216668,-0.0643061
21.892,278,0,-2.04068,1.75216,0.0247495
21.892,278,1,-0.901996,-0.31932,-0.00887453
21.892,278,2,2.75411,-0.103471,0.0533155
21.892,278,3,0.194786,-0.21122,-0.0691905
